train_acc,val_acc
0.9741071462631226,0.9715476036071777
0.9858630895614624,0.9863095283508301
0.9800595045089722,0.9820237755775452
0.9904463887214661,0.9885714054107666
0.9896130561828613,0.9890475869178772
0.9867857098579407,0.9858333468437195
0.9881547689437866,0.9860714077949524
0.9915178418159485,0.9892857074737549
0.9838095307350159,0.9827380776405334
0.9891368746757507,0.9863095283508301
0.9928571581840515,0.992976188659668
0.9928869009017944,0.9928571581840515
0.9941368699073792,0.9922618865966797
0.9942857027053833,0.9939285516738892
0.984375,0.9834523797035217
0.9926785826683044,0.9913095235824585
0.9960416555404663,0.9942857027053833
0.9917857050895691,0.9909523725509644
0.994732141494751,0.992976188659668
0.994910717010498,0.9930952191352844
0.9957440495491028,0.9926190376281738
0.9940773844718933,0.9927380681037903
0.9965178370475769,0.994523823261261
0.9961309432983398,0.9948809146881104
0.9959226250648499,0.9940475821495056
0.9956845045089722,0.9944047331809998
0.9967857003211975,0.9946428537368774
0.9963690638542175,0.9940475821495056
0.9950000047683716,0.9923809170722961
0.9934226274490356,0.9907142519950867
0.9958630800247192,0.9939285516738892
0.9963988065719604,0.9940475821495056
0.9965773820877075,0.9946428537368774
0.9965475797653198,0.9953571557998657
0.9962499737739563,0.9925000071525574
0.9952678680419922,0.9928571581840515
0.9974702000617981,0.994523823261261
0.9970238208770752,0.9952380657196045
0.9982737898826599,0.9959523677825928
0.9971131086349487,0.9950000047683716
0.9977083206176758,0.9960713982582092
0.9977083206176758,0.9953571557998657
0.9982737898826599,0.9959523677825928
0.9962499737739563,0.9936904907226562
0.9975892901420593,0.9934523701667786
0.9972023963928223,0.9948809146881104
0.9980952143669128,0.9957142472267151
0.9979464411735535,0.9952380657196045
0.9978273510932922,0.9952380657196045
0.9967261552810669,0.9948809146881104
0.9976785778999329,0.9946428537368774
0.9977083206176758,0.9947618842124939
0.9983630776405334,0.9957142472267151
0.9976785778999329,0.9953571557998657
0.9978571534156799,0.994523823261261
0.9984821081161499,0.9959523677825928
0.9983928203582764,0.9954761862754822
0.998839259147644,0.9958333373069763
0.9979464411735535,0.9952380657196045
0.9984821081161499,0.9952380657196045
0.9988095164299011,0.9955952167510986
0.9986011981964111,0.9957142472267151
0.9985713958740234,0.9967857003211975
0.9985119104385376,0.9958333373069763
0.998035728931427,0.9953571557998657
0.9980059266090393,0.9952380657196045
0.9984821081161499,0.9958333373069763
0.9988095164299011,0.9955952167510986
0.9985119104385376,0.9963095188140869
0.9985119104385376,0.9959523677825928
0.9990773797035217,0.9964285492897034
0.9983035326004028,0.995119035243988
0.998452365398407,0.9954761862754822
0.9993452429771423,0.9964285492897034
0.9990773797035217,0.996666669845581
0.998452365398407,0.9959523677825928
0.9988095164299011,0.9957142472267151
0.9983630776405334,0.9950000047683716
0.9987202286720276,0.9957142472267151
0.9988988041877747,0.9959523677825928
0.998839259147644,0.9964285492897034
0.9989285469055176,0.9958333373069763
0.9986904859542847,0.9959523677825928
0.9990476369857788,0.9955952167510986
0.9985713958740234,0.9953571557998657
0.9991666674613953,0.9960713982582092
0.9986904859542847,0.9954761862754822
0.9989285469055176,0.9955952167510986
0.9993452429771423,0.9963095188140869
0.9988988041877747,0.9960713982582092
0.9992261528968811,0.996904730796814
0.9993749856948853,0.9960713982582092
0.9993452429771423,0.9964285492897034
0.9990178346633911,0.9964285492897034
0.9989285469055176,0.9959523677825928
0.9988988041877747,0.9963095188140869
0.9988988041877747,0.9965475797653198
0.9993154406547546,0.9957142472267151
0.9993749856948853,0.9965475797653198
0.9986011981964111,0.9955952167510986
0.9994642734527588,0.9960713982582092
0.9992261528968811,0.9959523677825928
0.9993154406547546,0.9963095188140869
0.9990773797035217,0.9950000047683716
0.9989583492279053,0.9946428537368774
0.9988988041877747,0.9954761862754822
0.9995238184928894,0.9964285492897034
0.9468154907226562,0.9440476298332214
0.9990476369857788,0.9963095188140869
0.9988690614700317,0.9958333373069763
0.9992559552192688,0.9958333373069763
0.9996725916862488,0.9971428513526917
0.9995535612106323,0.9961904883384705
0.9994047284126282,0.9965475797653198
0.9997023940086365,0.9965475797653198
0.9990476369857788,0.9959523677825928
0.9995535612106323,0.9959523677825928
0.9995238184928894,0.9959523677825928
0.9996131062507629,0.9961904883384705
0.9994642734527588,0.996666669845581
