train_acc,val_acc
0.9752976298332214,0.9705952405929565
0.983214259147644,0.973809540271759
0.9940773844718933,0.9846428632736206
0.9964285492897034,0.9855952262878418
0.9994047284126282,0.9894047379493713
0.9992856979370117,0.9904761910438538
0.9996428489685059,0.991428554058075
0.9996131062507629,0.9902380704879761
0.9999107122421265,0.9917857050895691
1.0,0.9921428561210632
1.0,0.9921428561210632
1.0,0.9922618865966797
1.0,0.9923809170722961
1.0,0.9925000071525574
1.0,0.9921428561210632
1.0,0.9926190376281738
1.0,0.9921428561210632
1.0,0.9922618865966797
1.0,0.9925000071525574
1.0,0.9923809170722961
