train_acc,val_acc
0.9874702095985413,0.9802380800247192
0.9938988089561462,0.9840475916862488
0.9985416531562805,0.9890475869178772
0.998660683631897,0.9884523749351501
0.99979168176651,0.9915475845336914
1.0,0.9915475845336914
1.0,0.9915475845336914
1.0,0.9915475845336914
1.0,0.991190493106842
1.0,0.9916666746139526
1.0,0.9919047355651855
1.0,0.9919047355651855
1.0,0.9920238256454468
1.0,0.9916666746139526
1.0,0.9913095235824585
1.0,0.9920238256454468
1.0,0.9916666746139526
1.0,0.9919047355651855
1.0,0.9915475845336914
1.0,0.991428554058075
