train_acc,val_acc
0.9808333516120911,0.9708333015441895
0.977559506893158,0.9682142734527588
0.9885714054107666,0.9815475940704346
0.9907440543174744,0.9839285612106323
0.9879166483879089,0.9776190519332886
0.9854166507720947,0.977738082408905
0.9915475845336914,0.9860714077949524
0.9943154454231262,0.986547589302063
0.9847618937492371,0.9784523844718933
0.9967261552810669,0.9907142519950867
0.9930952191352844,0.9835714101791382
0.9961904883384705,0.9878571033477783
0.9967261552810669,0.9885714054107666
0.9904166460037231,0.982619047164917
0.9950297474861145,0.9900000095367432
0.9924107193946838,0.986547589302063
0.9956547617912292,0.9879761934280396
0.998035728931427,0.9905952215194702
0.9958333373069763,0.9883333444595337
0.996488094329834,0.9889285564422607
0.9961904883384705,0.9886904358863831
0.9938095211982727,0.9879761934280396
0.9904463887214661,0.9827380776405334
0.9969345331192017,0.9889285564422607
0.9576488137245178,0.9586904644966125
0.9817559123039246,0.9769047498703003
0.9887797236442566,0.983214259147644
0.9935119152069092,0.9864285588264465
0.9950594902038574,0.988095223903656
0.9966368675231934,0.9879761934280396
0.9975892901420593,0.9883333444595337
0.9982737898826599,0.9889285564422607
0.9981547594070435,0.989642858505249
0.994523823261261,0.9864285588264465
0.9953571557998657,0.9867857098579407
0.9978868961334229,0.9888095259666443
0.9962499737739563,0.9884523749351501
0.996904730796814,0.9885714054107666
0.9960713982582092,0.9861904382705688
0.996666669845581,0.9889285564422607
0.9937797784805298,0.9853571057319641
0.9925892949104309,0.9864285588264465
0.9934523701667786,0.9877380728721619
0.9974107146263123,0.9917857050895691
0.9961012005805969,0.9894047379493713
0.9974702000617981,0.9915475845336914
0.9906547665596008,0.9800000190734863
0.9940773844718933,0.987500011920929
0.9954166412353516,0.986547589302063
0.991428554058075,0.9853571057319641
0.9996131062507629,0.9927380681037903
0.9922023415565491,0.9878571033477783
0.997083306312561,0.9907142519950867
0.9986904859542847,0.9909523725509644
0.9991666674613953,0.9923809170722961
0.9996428489685059,0.9927380681037903
0.9993452429771423,0.9923809170722961
0.9991368651390076,0.9917857050895691
0.9993154406547546,0.991428554058075
0.9993749856948853,0.991190493106842
